,id,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,Property Type,Stay Type
7513,5616298,836168,2,202,40.7747,-73.98708,0,2000.0,30,9,2016-01-28,0.18,11,364,0,0
7514,5618341,11904076,1,91,40.73046,-73.95211,0,160.0,1,0,NA,0.0,1,0,1,1
7515,5619149,3868692,2,73,40.70462,-74.00986,0,475.0,2,57,2019-03-01,1.11,2,141,0,1
7516,5621141,23747060,2,34,40.74406,-73.99551,0,230.0,4,41,2019-06-30,0.8,1,236,0,1
7517,5623799,9311147,2,94,40.82417,-73.94496,1,49.0,1,0,NA,0.0,1,0,1,1
7518,5624616,20469855,2,202,40.78913,-73.97021,1,125.0,2,7,2016-05-17,0.14,1,248,0,1
7519,5624807,15775091,1,51,40.67051,-73.95851,0,180.0,2,2,2017-06-11,0.07,1,0,0,1
7520,5625386,6372947,1,74,40.65305,-73.95818,0,80.0,5,1,2015-09-15,0.02,1,0,0,1
7521,5626601,29161738,2,94,40.82855,-73.94745,1,55.0,1,7,2016-06-12,0.18,1,0,0,1
7522,5627418,13451939,1,13,40.68153,-73.93825,0,135.0,3,140,2019-07-02,2.75,2,197,0,1
7523,5627944,29167335,2,127,40.7555,-73.96826,0,182.0,4,56,2019-06-14,1.08,2,148,0,1
7524,5628539,24715671,2,127,40.74197,-73.98373,0,209.0,30,14,2018-06-10,0.28,4,0,0,0
7525,5629953,23863437,2,94,40.82955,-73.9477,1,78.0,7,26,2017-08-18,0.71,1,0,0,1
7526,5631916,14358525,2,201,40.76873,-73.95487,0,202.0,1,0,NA,0.0,1,0,1,1
7527,5632551,26377263,1,28,40.70406,-73.91811,1,48.0,30,3,2019-03-02,0.06,43,224,0,0
7528,5636395,11363708,1,13,40.70021,-73.9447,1,81.0,4,165,2019-06-21,3.26,1,15,0,1
7529,5638270,20694703,2,119,40.71286,-73.98849,2,80.0,2,12,2019-06-30,0.24,2,89,0,1
7530,5638792,3128437,3,4,40.7576,-73.92134,1,60.0,1,0,NA,0.0,2,89,1,1
7531,5638917,7503643,1,91,40.72751,-73.94078,0,129.0,30,5,2019-06-22,0.1,52,342,0,0
7532,5640394,240584,1,28,40.7001,-73.93602,0,100.0,3,28,2018-12-18,0.54,1,0,0,1
7533,5641644,25354313,1,51,40.67413,-73.95916,1,35.0,3,54,2019-01-27,1.18,2,0,0,1
7534,5641857,8000315,2,94,40.8215,-73.95006,0,100.0,2,243,2019-06-28,4.65,2,250,0,1
7535,5642982,26080167,2,206,40.83481,-73.94317,1,82.0,2,11,2019-05-31,0.32,3,364,0,1
7536,5646613,9503725,3,4,40.76224,-73.92023,1,80.0,7,0,NA,0.0,1,0,1,1
7537,5647213,16482147,1,13,40.68294,-73.92672,0,128.0,4,44,2019-06-20,1.98,1,88,0,1
7538,5647416,2458750,2,201,40.76923,-73.95034,0,159.0,30,14,2019-05-23,0.3,1,265,0,0
7539,5649163,643512,1,13,40.68373,-73.95016,0,101.0,7,4,2019-05-26,0.11,1,365,0,1
7540,5649580,29278028,2,201,40.77618,-73.95627,1,195.0,5,56,2019-03-03,1.1,4,145,0,1
7541,5649623,836168,2,202,40.77306,-73.98637,0,2000.0,30,9,2015-10-19,0.17,11,364,0,0
7542,5651523,9680175,2,61,40.79331,-73.9408,0,160.0,2,57,2019-07-07,1.11,1,129,0,1
7543,5651679,6165258,2,94,40.80302,-73.94477,1,100.0,7,0,NA,0.0,3,365,1,1
7544,5651944,29278028,2,201,40.77789,-73.95731,1,195.0,5,62,2019-02-19,1.2,4,84,0,1
7545,5652403,3999695,1,13,40.69561,-73.93603,1,475.0,3,1,2015-09-26,0.02,1,0,0,1
7546,5652542,29279330,2,103,40.85991,-73.93193,0,122.0,3,34,2017-06-28,0.68,1,0,0,1
7547,5652946,19233353,1,159,40.65758,-73.95866,1,45.0,14,6,2018-10-15,0.12,2,0,0,1
7548,5656458,16091512,1,43,40.68534,-73.99471,0,235.0,5,10,2016-02-25,0.21,1,0,0,1
7549,5656639,5790236,2,202,40.78974,-73.97018,0,275.0,7,15,2019-05-24,0.29,2,45,0,1
7550,5659180,1394543,1,74,40.65044,-73.96327,0,99.0,2,35,2019-04-28,0.76,2,15,0,1
7551,5659204,26080167,2,206,40.83514,-73.94334,1,78.0,5,0,NA,0.0,3,364,1,1
7552,5659417,29332408,2,64,40.72866,-73.9806,0,125.0,3,51,2019-06-13,1.06,1,67,0,1
7553,5659666,29336125,1,13,40.68309,-73.92909,0,125.0,3,64,2019-05-30,1.26,1,132,0,1
7554,5660972,4653182,1,19,40.68282,-73.98112,0,170.0,1,0,NA,0.0,1,0,1,1
7555,5661080,29345363,2,34,40.74924,-73.99784,0,165.0,3,58,2019-06-20,1.72,1,138,0,1
7556,5661276,21503931,2,95,40.76561,-73.99439,0,129.0,1,178,2019-07-01,3.43,1,272,0,1
7557,5661603,27755788,1,151,40.67812,-73.97353,0,150.0,6,1,2018-08-26,0.09,1,209,0,1
7558,5661631,26377263,1,51,40.677,-73.93763,1,45.0,30,0,NA,0.0,43,303,1,0
7559,5663222,29358602,2,94,40.80663,-73.94991,1,90.0,1,151,2019-06-30,4.42,1,129,0,1
7560,5670038,10807892,2,64,40.724,-73.98905,1,175.0,3,85,2018-12-01,1.65,1,0,0,1
7561,5670672,5515591,1,41,40.68699,-73.96049,0,188.0,3,146,2019-06-21,2.93,2,135,0,1
7562,5671103,1686834,3,4,40.76632,-73.91873,1,80.0,3,11,2016-11-07,0.21,1,0,0,1
7563,5671922,1434654,3,166,40.7073,-73.91775,0,160.0,7,3,2016-08-13,0.06,2,15,0,1
7564,5672196,29408218,1,51,40.67092,-73.95301,1,50.0,1,0,NA,0.0,1,0,1,1
7565,5672288,15586243,1,214,40.7095,-73.94933,0,100.0,3,1,2015-04-27,0.02,1,0,0,1
7566,5672471,142695,1,13,40.6813,-73.9476,1,65.0,1,0,NA,0.0,1,0,1,1
7567,5672615,2423554,1,51,40.67531,-73.94967,1,50.0,4,15,2019-05-24,0.32,1,324,0,1
7568,5672704,6003891,2,95,40.76196,-73.99194,1,70.0,3,3,2016-04-22,0.07,1,0,0,1
7569,5678143,93781,1,80,40.6918,-73.9729,0,130.0,7,83,2019-06-21,1.59,1,67,0,1
7570,5679129,2671902,1,13,40.68024,-73.93987,0,60.0,14,0,NA,0.0,1,59,1,1
7571,5679557,14513121,1,151,40.67731,-73.97475,0,180.0,3,21,2019-07-07,0.4,1,125,0,1
7572,5679938,1303542,2,73,40.70909,-74.00579,0,150.0,90,3,2016-10-06,0.06,1,86,0,0
7573,5681611,16514175,3,68,40.74595,-73.88691,1,69.0,1,20,2018-10-26,0.57,5,65,0,1
7574,5681742,4029415,2,94,40.81645,-73.94483,1,62.0,5,47,2019-05-23,0.9,1,89,0,1
7575,5681745,29456424,1,91,40.73125,-73.95905,0,150.0,2,8,2015-11-09,0.16,1,0,0,1
7576,5684147,1606397,1,159,40.6589,-73.95969,0,118.0,5,1,2015-05-26,0.02,1,0,0,1
7577,5684940,470675,2,64,40.72322,-73.98283,0,195.0,12,10,2017-06-25,0.2,1,64,0,1
7578,5690007,22020703,2,206,40.85494,-73.93179,1,75.0,1,155,2019-07-07,4.42,1,314,0,1
7579,5691347,26264587,1,41,40.68319,-73.96766,0,135.0,14,20,2019-06-13,0.46,1,41,0,1
7580,5691755,24575626,2,209,40.73398,-74.00369,0,450.0,2,3,2018-07-07,0.08,1,260,0,1
7581,5692492,3148473,2,206,40.83891,-73.93758,1,45.0,1,10,2016-09-04,0.19,1,0,0,1
7582,5692807,1803036,2,34,40.74405,-73.99915,0,250.0,3,164,2019-06-17,3.21,1,71,0,1
7583,5692870,4471002,1,91,40.72705,-73.95504,1,70.0,5,0,NA,0.0,2,0,1,1
7584,5693978,29518961,2,202,40.77937,-73.97805,0,120.0,1,1,2015-03-22,0.02,1,0,0,1
7585,5694862,12419033,1,85,40.68202,-73.98151,1,125.0,2,40,2019-06-13,0.77,1,295,0,1
7586,5695055,13347167,2,201,40.7711,-73.95627,0,118.0,30,4,2018-07-28,0.08,29,283,0,0
7587,5695509,15897880,3,166,40.70066,-73.90964,1,50.0,1,0,NA,0.0,1,0,1,1
7588,5695523,36841,1,13,40.68421,-73.92608,0,100.0,2,107,2019-07-03,2.23,1,41,0,1
7589,5695566,29528182,1,13,40.6792,-73.95358,1,40.0,10,2,2015-04-08,0.04,1,0,0,1
7590,5697062,29537636,2,73,40.7091,-74.01286,0,225.0,1,3,2015-10-24,0.07,1,0,0,1
7591,5697237,2119276,2,95,40.76646,-73.98805,0,185.0,30,6,2018-05-23,0.2,39,281,0,0
7592,5697517,93779,2,209,40.74033,-74.00872,1,225.0,1,17,2017-09-28,0.34,1,365,0,1
7593,5697556,946943,1,214,40.71212,-73.94965,0,155.0,4,58,2019-06-28,1.21,3,3,0,1
7594,5699348,8686625,2,201,40.78301,-73.95085,0,165.0,1,166,2019-06-23,3.3,1,210,0,1
7595,5705775,16437254,1,19,40.68897,-73.98634,0,165.0,30,3,2019-02-20,0.06,21,339,0,0
7596,5706202,7503643,1,91,40.72573,-73.94071,0,149.0,30,1,2017-10-15,0.05,52,357,0,0
7597,5706280,13347167,2,201,40.77276,-73.95557,0,142.0,30,3,2018-08-10,0.1,29,315,0,0
7598,5707711,29592244,3,79,40.71811,-73.83368,1,59.0,4,138,2019-06-18,2.69,1,35,0,1
7599,5707888,3780975,2,94,40.80403,-73.95615,0,200.0,2,6,2016-01-03,0.12,1,0,0,1
7600,5708360,2946319,1,158,40.67758,-73.96452,0,125.0,7,1,2017-01-31,0.03,1,0,0,1
7601,5715049,29628369,1,151,40.66568,-73.9774,0,181.0,2,238,2019-06-23,4.57,1,302,0,1
7602,5717355,29641189,1,214,40.70314,-73.93656,1,90.0,2,3,2019-06-02,1.73,1,18,0,1
7603,5717674,29642992,1,108,40.63694,-73.97487,1,70.0,3,8,2016-10-18,0.17,1,0,0,1
7604,5718494,11559667,2,119,40.72019,-73.99297,0,150.0,2,3,2017-09-15,0.13,1,0,0,1
7605,5718935,29651191,2,202,40.79589,-73.96187,0,225.0,3,13,2018-01-02,0.25,1,0,0,1
7606,5719742,87105,2,202,40.77737,-73.98355,0,240.0,7,8,2019-06-04,0.16,1,38,0,1
7607,5720133,5735779,1,159,40.66012,-73.96078,0,98.0,5,11,2017-03-25,0.24,1,0,0,1
7608,5720569,29661897,2,206,40.8558,-73.93025,0,100.0,5,15,2017-10-23,0.29,1,30,0,1
7609,5720988,29664627,2,209,40.73271,-74.00545,0,200.0,2,8,2016-07-06,0.19,1,0,0,1
7610,5725154,29683852,1,57,40.68927,-73.98423,0,150.0,1,2,2015-04-12,0.04,1,0,0,1
7611,5726139,14001033,1,214,40.71239,-73.96178,1,65.0,5,0,NA,0.0,1,0,1,1
7612,5726773,23570473,1,51,40.67219,-73.95461,1,129.0,30,18,2016-09-26,0.36,3,339,0,0
7613,5727093,29693386,1,214,40.70506,-73.93201,1,65.0,7,1,2015-04-08,0.02,1,0,0,1
7614,5727850,29697292,2,73,40.70854,-73.99992,1,70.0,7,12,2019-05-21,0.28,1,318,0,1
7615,5728014,29698290,2,202,40.77655,-73.98074,0,200.0,3,9,2019-01-01,0.19,1,0,0,1
7616,5728500,23185328,3,54,40.77842,-73.90994,1,58.0,1,34,2017-01-23,0.66,2,129,0,1
7617,5728502,26955105,1,214,40.70835,-73.95226,0,180.0,4,67,2019-06-30,1.32,1,304,0,1
7618,5728806,4271676,2,145,40.72217,-73.99481,1,120.0,7,3,2015-09-01,0.06,3,0,0,1
7619,5729118,12020405,2,202,40.77556,-73.98416,0,244.0,4,38,2019-06-12,0.74,1,222,0,1
7620,5729222,27281731,1,74,40.64295,-73.95276,1,40.0,3,20,2019-07-07,0.38,1,131,0,1
7621,5729530,29707420,2,201,40.76939,-73.9504,0,150.0,1,0,NA,0.0,1,0,1,1
7622,5735314,29739883,1,91,40.72102,-73.94382,0,135.0,2,249,2019-07-04,4.84,2,248,0,1
7623,5735323,29741575,2,202,40.78519,-73.97032,0,150.0,5,0,NA,0.0,1,0,1,1
7624,5735447,4471002,1,80,40.68914,-73.97406,0,200.0,1,0,NA,0.0,2,0,1,1
7625,5736059,610690,1,13,40.6801,-73.90976,1,65.0,1,24,2019-07-01,0.47,2,80,0,1
7626,5736925,16621177,1,151,40.66812,-73.98303,0,140.0,2,232,2019-07-04,4.46,1,326,0,1
7627,5737678,6094516,1,214,40.70905,-73.95152,1,80.0,1,0,NA,0.0,1,0,1,1
7628,5737759,7503643,1,91,40.7254,-73.94051,0,129.0,30,1,2018-11-07,0.12,52,311,0,0
7629,5738785,22557949,3,59,40.7583,-73.87679,0,112.0,2,3,2019-05-19,0.35,1,338,0,1
7630,5739031,9080758,1,85,40.67959,-73.98713,1,80.0,2,48,2018-07-29,0.93,1,0,0,1
7631,5742615,29784880,2,35,40.71491,-73.99182,0,149.0,7,6,2019-06-25,0.12,1,241,0,1
7632,5742795,29786027,2,95,40.75437,-73.99334,1,99.0,4,2,2015-06-14,0.04,1,0,0,1
7633,5743959,29792577,2,94,40.82171,-73.95515,1,50.0,1,6,2016-08-16,0.12,1,0,0,1
7634,5746781,22677829,1,28,40.69226,-73.92286,0,190.0,2,34,2018-09-17,0.69,1,341,0,1
7635,5748301,29817997,3,163,40.72799,-73.85543,1,70.0,2,175,2019-06-26,3.45,2,349,0,1
7636,5749147,860636,0,196,40.84061,-73.88858,1,30.0,3,11,2018-10-02,0.45,3,0,0,1
7637,5749382,24911518,2,61,40.79733,-73.9363,1,96.0,21,14,2019-06-03,1.38,1,3,0,1
7638,5749889,16727332,1,151,40.66801,-73.98142,1,85.0,7,0,NA,0.0,1,0,1,1
7639,5756241,11732381,2,127,40.75858,-73.96342,0,200.0,2,0,NA,0.0,1,0,1,1
7640,5756464,13347167,2,201,40.7729,-73.95587,0,118.0,30,3,2018-03-31,0.11,29,204,0,0
7641,5756476,27583102,2,112,40.73894,-73.98049,0,150.0,2,21,2019-06-17,0.4,1,191,0,1
7642,5756643,4275400,2,130,40.80317,-73.96338,1,50.0,20,0,NA,0.0,1,0,1,1
7643,5756767,75815,1,13,40.68411,-73.92079,0,99.0,3,0,NA,0.0,1,0,1,1
7644,5757333,1632428,2,94,40.82003,-73.95745,0,350.0,1,4,2019-04-20,0.08,2,365,0,1
7645,5757509,29867161,2,137,40.74415,-73.97322,1,165.0,1,0,NA,0.0,1,0,1,1
7646,5758234,21823,1,28,40.6878,-73.91452,0,225.0,3,82,2019-06-18,1.58,3,255,0,1
7647,5760510,1613244,2,119,40.72292,-73.99242,0,110.0,30,17,2019-05-25,0.34,9,276,0,0
7648,5760776,29885916,2,178,40.72386,-74.00462,0,245.0,4,8,2019-01-02,0.16,1,52,0,1
7649,5761032,29887425,2,94,40.81732,-73.94757,1,65.0,2,58,2019-07-03,1.12,1,24,0,1
7650,5761564,10532169,2,64,40.73065,-73.98444,1,100.0,1,0,NA,0.0,1,0,1,1
7651,5762947,27673980,3,77,40.74513,-73.83139,1,60.0,1,100,2019-05-27,1.93,8,76,0,1
7652,5763191,29901463,2,202,40.7726,-73.97928,2,68.0,3,105,2019-06-23,2.09,1,302,0,1
7653,5766499,19735540,1,28,40.70754,-73.92138,1,55.0,2,0,NA,0.0,1,0,1,1
7654,5766895,3448931,1,41,40.69174,-73.96872,0,195.0,3,6,2017-05-29,0.12,1,0,0,1
7655,5769218,29452212,2,201,40.76545,-73.95668,0,120.0,7,0,NA,0.0,1,0,1,1
7656,5770283,11722846,1,214,40.715,-73.95018,0,80.0,10,3,2018-08-05,0.06,1,0,0,1
7657,5770483,29936494,2,95,40.76525,-73.98953,0,195.0,5,55,2019-06-14,1.09,1,34,0,1
7658,5771361,21191263,2,64,40.72915,-73.98866,0,275.0,1,1,2015-03-30,0.02,1,0,0,1
7659,5771366,1211067,4,194,40.62105,-74.08723,1,49.0,2,151,2019-06-30,3.06,2,277,0,1
7660,5771655,12212944,1,108,40.64455,-73.98298,1,30.0,21,1,2015-06-19,0.02,2,1,0,1
7661,5773199,2446016,2,202,40.79246,-73.97481,0,150.0,5,48,2019-07-04,0.93,1,0,0,1
7662,5774245,25859072,1,41,40.6896,-73.96761,0,140.0,5,5,2017-10-03,0.1,1,0,0,1
7663,5779471,1674428,2,64,40.72478,-73.9755,0,160.0,7,9,2016-11-13,0.24,1,0,0,1
7664,5779752,19498957,2,64,40.72481,-73.98216,1,125.0,3,4,2015-10-07,0.08,1,0,0,1
7665,5783307,30002976,1,28,40.70212,-73.93032,1,48.0,7,0,NA,0.0,1,0,1,1
7666,5783517,23533897,1,51,40.67383,-73.95137,1,50.0,2,61,2019-06-26,1.17,7,285,0,1
7667,5783899,23977712,2,61,40.79088,-73.94597,1,100.0,1,315,2019-06-27,6.1,2,76,0,1
7668,5783925,23977712,2,61,40.79082,-73.94615,2,50.0,1,181,2019-06-30,3.49,2,46,0,1
7669,5784146,19446943,2,201,40.76236,-73.95827,0,320.0,30,9,2018-08-31,0.19,1,215,0,0
7670,5784897,29888597,2,206,40.84347,-73.93978,1,200.0,7,41,2017-12-22,0.8,1,87,0,1
7671,5789606,30037999,2,130,40.80593,-73.9583,1,70.0,2,200,2019-06-29,3.92,1,202,0,1
7672,5790990,8818661,1,214,40.71335,-73.9655,1,70.0,3,16,2018-08-27,0.49,1,0,0,1
7673,5791540,30046603,1,25,40.69758,-73.99139,0,200.0,2,2,2017-06-13,0.05,1,0,0,1
7674,5791707,248865,2,201,40.77107,-73.95517,0,100.0,30,71,2019-06-25,1.42,3,248,0,0
7675,5792144,15175443,2,73,40.70471,-74.00817,1,150.0,3,2,2015-07-28,0.04,1,0,0,1
7676,5792453,30050649,2,64,40.73141,-73.98737,0,185.0,1,9,2016-11-06,0.24,1,0,0,1
7677,5793707,8390853,2,119,40.7189,-73.99182,0,125.0,3,117,2019-06-23,2.29,1,228,0,1
7678,5794806,257676,1,74,40.65409,-73.96025,1,148.0,1,11,2019-01-04,0.22,2,90,0,1
7679,5796405,24126726,2,127,40.75245,-73.97342,1,295.0,1,6,2017-09-19,0.12,3,0,0,1
7680,5797398,30078721,1,214,40.71375,-73.96312,1,80.0,7,0,NA,0.0,1,0,1,1
7681,5803068,16151285,0,213,40.8789,-73.84855,1,45.0,14,27,2018-01-01,0.55,4,325,0,1
7682,5803875,278576,1,159,40.65854,-73.95071,0,114.0,2,81,2019-06-20,1.57,2,160,0,1
7683,5804170,30063582,3,220,40.74905,-73.90185,1,37.0,1,0,NA,0.0,1,0,1,1
7684,5804184,30112106,1,28,40.70033,-73.93964,1,45.0,6,13,2019-06-23,0.25,1,0,0,1
7685,5804451,13501779,1,51,40.67169,-73.95117,0,85.0,2,14,2019-02-26,0.28,2,0,0,1
7686,5805232,3974808,3,54,40.7778,-73.9144,1,150.0,1,0,NA,0.0,1,0,1,1
7687,5805561,19390428,2,34,40.74157,-74.00141,0,240.0,1,0,NA,0.0,1,0,1,1
7688,5806273,23719409,2,94,40.8261,-73.95139,1,65.0,1,157,2019-06-08,3.04,4,137,0,1
7689,5806416,12484957,2,145,40.72102,-73.99469,0,280.0,3,122,2019-06-24,2.35,1,113,0,1
7690,5806687,18060780,1,28,40.69611,-73.92258,1,65.0,1,1,2015-05-05,0.02,1,0,0,1
7691,5806803,17997408,1,41,40.69439,-73.96484,1,65.0,1,136,2019-06-24,5.72,2,11,0,1
7692,5806817,29817997,3,163,40.72846,-73.85546,1,65.0,1,120,2019-06-01,2.35,2,355,0,1
7693,5806829,4473420,1,19,40.68821,-73.9903,1,120.0,1,0,NA,0.0,1,0,1,1
7694,5811254,6877794,1,13,40.68777,-73.94171,0,255.0,6,12,2018-10-04,0.24,1,66,0,1
7695,5811500,2558779,3,166,40.70152,-73.90568,1,54.0,3,47,2019-05-20,0.93,2,321,0,1
7696,5812875,5963594,2,202,40.77647,-73.98211,0,175.0,1,0,NA,0.0,1,0,1,1
7697,5816130,29650513,1,13,40.69307,-73.96073,1,90.0,30,30,2019-03-30,0.58,6,338,0,0
7698,5816145,29650513,1,41,40.69454,-73.96198,1,90.0,30,47,2019-03-13,0.91,6,297,0,0
7699,5816151,29650513,1,13,40.69363,-73.9607,1,90.0,30,47,2019-05-12,0.92,6,323,0,0
7700,5818551,30196119,2,94,40.82943,-73.9407,0,120.0,5,28,2019-05-23,0.82,1,355,0,1
7701,5821886,10553573,1,214,40.71122,-73.95602,0,210.0,1,3,2015-07-01,0.06,1,0,0,1
7702,5823337,30224326,2,130,40.8063,-73.96268,0,150.0,7,2,2016-08-11,0.05,1,0,0,1
7703,5823579,30224269,2,201,40.77907,-73.95211,0,140.0,2,135,2019-06-16,2.68,1,228,0,1
7704,5824543,30232055,0,118,40.82209,-73.90086,1,80.0,1,2,2019-04-30,0.32,1,255,0,1
7705,5825173,2483427,1,51,40.66907,-73.94168,0,200.0,2,61,2019-06-23,1.18,1,341,0,1
7706,5825911,22627992,1,151,40.67681,-73.97535,0,450.0,6,12,2018-12-29,0.24,1,2,0,1
7707,5826468,27894798,2,61,40.79372,-73.94316,0,200.0,30,0,NA,0.0,1,0,1,0
7708,5826475,30242959,2,94,40.82682,-73.94634,1,116.0,2,129,2019-07-02,2.5,1,89,0,1
7709,5826518,4731948,2,35,40.71647,-73.99116,0,215.0,1,36,2019-06-30,1.45,4,0,0,1
7710,5826700,26328221,2,94,40.82505,-73.95294,0,160.0,30,36,2017-03-26,0.7,2,0,0,0
7711,5831012,1409854,2,201,40.77155,-73.94763,1,150.0,25,2,2018-04-24,0.04,1,110,0,1
7712,5833530,30280316,1,13,40.68828,-73.92056,1,40.0,1,0,NA,0.0,1,0,1,1
7713,5834668,7503643,1,91,40.72704,-73.94007,0,149.0,30,7,2019-06-01,0.15,52,335,0,0
7714,5838858,30314132,2,35,40.71509,-73.9967,0,65.0,5,108,2018-08-14,2.1,1,0,0,1
7715,5839029,580009,1,214,40.71603,-73.94785,0,260.0,7,56,2019-05-31,1.08,1,132,0,1
7716,5840936,16245414,1,28,40.69476,-73.92359,0,400.0,1,2,2017-07-15,0.04,4,179,0,1
7717,5842819,3560299,1,214,40.71671,-73.95591,1,90.0,1,1,2015-06-03,0.02,1,0,0,1
7718,5845124,30346554,3,4,40.76956,-73.91787,1,75.0,2,6,2016-06-06,0.12,1,0,0,1
7719,5846050,22534207,2,61,40.80906,-73.93686,1,75.0,2,45,2019-06-03,0.94,1,123,0,1
7720,5846654,30354449,2,201,40.77139,-73.95766,0,110.0,1,3,2016-02-14,0.07,1,0,0,1
7721,5846745,24561040,1,151,40.68018,-73.97596,1,115.0,2,153,2019-07-05,3.0,3,0,0,1
7722,5847182,30357478,1,60,40.65406,-73.9506,1,20.0,1,0,NA,0.0,1,0,1,1
7723,5847724,8968224,1,28,40.68917,-73.91549,1,49.0,1,0,NA,0.0,1,0,1,1
7724,5847793,30360956,3,166,40.70573,-73.89873,1,100.0,90,0,NA,0.0,1,266,1,0
7725,5848422,13465396,2,64,40.72956,-73.98613,0,82.0,5,3,2016-01-20,0.07,1,0,0,1
7726,5848515,28252018,2,209,40.73379,-74.00422,1,90.0,1,5,2015-10-26,0.1,1,0,0,1
7727,5849386,5541374,1,28,40.68638,-73.91368,1,69.0,2,148,2019-06-27,2.86,5,112,0,1
7728,5849810,5541374,1,28,40.6863,-73.91378,1,69.0,3,127,2019-06-24,2.48,5,40,0,1
7729,5849991,9898029,1,60,40.65041,-73.92574,0,249.0,3,10,2019-06-03,0.65,5,156,0,1
7730,5850040,5541374,1,28,40.68691,-73.91317,1,89.0,3,116,2019-06-24,2.24,5,83,0,1
7731,5850148,5541374,1,28,40.6864,-73.9133,1,159.0,3,30,2019-04-22,0.59,5,254,0,1
7732,5850978,2843970,2,75,40.74121,-73.98648,0,220.0,1,1,2015-06-17,0.02,1,0,0,1
7733,5851054,26440049,1,28,40.70088,-73.91831,1,95.0,3,12,2017-12-10,0.25,1,0,0,1
7734,5856685,4194830,1,214,40.71047,-73.95732,1,60.0,1,13,2019-04-23,0.39,1,0,0,1
7735,5856760,29408349,2,35,40.7149,-73.99976,0,179.0,5,7,2017-04-18,0.14,1,0,0,1
7736,5857212,8953823,2,95,40.76348,-73.99344,1,120.0,3,0,NA,0.0,1,0,1,1
7737,5857515,2171626,1,214,40.71228,-73.96103,0,275.0,5,0,NA,0.0,1,0,1,1
7738,5857519,27378293,2,94,40.82862,-73.94706,1,86.0,1,8,2018-08-11,0.17,3,325,0,1
7739,5857692,30382692,1,214,40.71251,-73.9517,1,62.0,3,47,2019-06-12,1.14,1,24,0,1
7740,5858505,30418082,2,201,40.77554,-73.95141,0,165.0,6,46,2019-01-03,0.92,1,3,0,1
7741,5858757,4267075,1,41,40.68498,-73.96618,0,89.0,14,4,2017-03-01,0.11,2,343,0,1
7742,5859030,13347167,2,201,40.7717,-73.95572,0,116.0,30,2,2016-11-29,0.05,29,333,0,0
7743,5860123,16437254,1,13,40.68449,-73.95893,0,172.0,30,6,2019-05-11,0.14,21,221,0,0
7744,5861303,30432695,2,119,40.71832,-73.98325,0,125.0,7,11,2019-06-28,0.22,1,20,0,1
7745,5861963,30436731,3,4,40.76279,-73.92039,0,90.0,2,16,2019-03-31,0.31,1,0,0,1
7746,5866656,26377263,1,20,40.64032,-73.99728,1,50.0,30,0,NA,0.0,43,361,1,0
7747,5869197,30475154,2,202,40.77636,-73.98937,0,250.0,1,3,2015-12-28,0.07,1,0,0,1
7748,5870127,54255,1,13,40.68469,-73.93467,0,185.0,3,213,2019-06-22,4.14,3,298,0,1
7749,5871372,5309143,0,213,40.87765,-73.86318,0,63.0,5,85,2019-07-02,2.24,1,235,0,1
7750,5872177,9893040,2,34,40.74302,-74.00015,0,163.0,3,12,2016-05-12,0.24,1,0,0,1
7751,5873309,30498160,2,202,40.8034,-73.96832,2,40.0,1,0,NA,0.0,1,0,1,1
7752,5873714,30500226,2,64,40.73182,-73.9845,1,195.0,5,19,2016-11-28,0.37,1,178,0,1
7753,5874326,28722667,1,76,40.62345,-73.93001,1,89.0,1,68,2019-06-23,1.31,3,365,0,1
7754,5875384,9235481,2,206,40.8538,-73.93197,2,45.0,2,2,2016-12-05,0.04,2,0,0,1
7755,5878382,18527346,1,158,40.67417,-73.96518,1,60.0,1,5,2016-06-12,0.1,1,0,0,1
7756,5881122,22087408,2,119,40.71735,-73.98213,1,125.0,1,44,2019-06-10,1.15,3,284,0,1
7757,5881858,3311124,2,64,40.73172,-73.98874,0,220.0,2,0,NA,0.0,1,0,1,1
7758,5882068,2533934,1,74,40.64802,-73.96063,0,85.0,2,11,2019-06-20,0.78,1,0,0,1
7759,5882725,20557884,1,214,40.70691,-73.9481,0,165.0,4,73,2019-06-25,1.42,1,237,0,1
7760,5883159,436365,2,201,40.76813,-73.95354,0,144.0,7,17,2018-05-24,0.35,3,0,0,1
7761,5883655,30554435,1,91,40.72684,-73.95628,1,75.0,1,0,NA,0.0,1,0,1,1
7762,5885101,21364540,1,214,40.70217,-73.93737,1,60.0,4,3,2017-09-02,0.09,2,25,0,1
7763,5885201,4291007,1,13,40.69363,-73.9598,1,95.0,30,40,2019-06-01,0.8,11,331,0,0
7764,5885280,4291007,1,13,40.69442,-73.96016,1,95.0,30,53,2019-03-16,1.05,11,201,0,0
7765,5885396,4291007,1,41,40.69344,-73.96153,1,95.0,30,46,2019-05-22,0.9,11,317,0,0
7766,5885402,4291007,1,13,40.69498,-73.96002,1,95.0,30,35,2019-05-28,0.69,11,340,0,0
7767,5885542,4291007,1,41,40.69292,-73.96151,1,95.0,30,43,2019-02-23,0.84,11,312,0,0
7768,5889379,30585124,0,118,40.81935,-73.90772,1,65.0,5,15,2019-06-09,0.69,2,150,0,1
